run_id,blind_id,condition,model,bucket,mech_class,mech_detail,coder_Q,coder_K,final_class,source,declared,hardcoded
M3_C3_KP3_T3_B_r08,B0409,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C4_KP4_T1_can_r03,B0410,C4,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C3_KP4_T1_B_r07,B0411,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP3_T1_B_r07,B0412,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,Y,1
M1_C2_KP3_T2_can_r07,B0413,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C2_KP4_T1_can_r07,B0414,C2,M2,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C1_KP4_T1_A_r01,B0415,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP3_T1_A_r04,B0416,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP2_T1_A_r04,B0417,C1,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M1_C4_KP3_T1_can_r08,B0418,C4,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP5_T1_can_r08,B0419,C2,M1,numeric_wrong,CV,sign_flip,CN,CV,CV,mechanical,N,0
M1_C1_KP4_T1_B_r09,B0420,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C2_KP6_T3_can_r07,B0421,C2,M3,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M2_C3_KP2_T3_B_r10,B0422,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C1_KP1_T2_B_r10,B0423,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C2_KP3_T3_can_r02,B0424,C2,M3,numeric_wrong,CV,silent_alt:duration_plus_convexity,CV,CN,CV,mechanical,N,0
M3_C1_KP4_T1_B_r07,B0425,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M2_C3_KP4_T1_A_r02,B0426,C3,M2,numeric_wrong,CV,discrete_discount,CV,CV,CV,mechanical,Y,0
M3_C3_KP5_T2_B_r06,B0427,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C2_KP2_T2_can_r07,B0428,C2,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M1_C3_KP3_T1_A_r02,B0429,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP5_T3_B_r09,B0430,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP4_T1_can_r07,B0431,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C1_KP6_T2_A_r02,B0432,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP4_T3_A_r02,B0433,C1,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M1_C3_KP3_T2_B_r09,B0434,C3,M1,numeric_wrong,CV,percent_x100,CV,CD,CV,mechanical,Y,0
M3_C3_KP4_T3_B_r06,B0435,C3,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M3_C1_KP3_T1_A_r04,B0436,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C3_KP4_T1_B_r06,B0437,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C2_KP4_T1_can_r02,B0438,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C4_KP5_T3_can_r04,B0439,C4,M1,numeric_wrong,CV,sign_flip,CN,CN,CV,mechanical,Y,0
M1_C2_KP5_T2_can_r06,B0440,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP1_T3_B_r06,B0441,C3,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M2_C3_KP2_T3_B_r07,B0442,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CD,CV,CV,mechanical,N,0
M1_C2_KP3_T3_can_r06,B0443,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP1_T2_A_r02,B0444,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP6_T3_can_r01,B0445,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C1_KP5_T2_A_r04,B0446,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C1_KP2_T1_B_r06,B0447,C1,M2,numeric_wrong,CV,percent_x100,CV,CD,CV,mechanical,N,0
M1_C1_KP6_T1_B_r08,B0448,C1,M1,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CV,CD,adjudicated:minimax-m3,N,0
M3_C3_KP6_T1_B_r07,B0449,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M1_C1_KP4_T1_B_r08,B0450,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C2_KP6_T1_can_r06,B0451,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M2_C1_KP6_T1_B_r07,B0452,C1,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C3_KP6_T2_A_r02,B0453,C3,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M1_C2_KP4_T3_can_r05,B0454,C2,M1,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,Y,0
M3_C1_KP3_T1_A_r05,B0455,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,Y,1
M3_C3_KP5_T1_A_r02,B0456,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C3_KP6_T2_B_r09,B0457,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M1_C4_KP6_T2_can_r04,B0458,C4,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M3_C3_KP6_T1_A_r05,B0459,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CN,CD,adjudicated:minimax-m3,Y,0
M1_C1_KP5_T1_A_r04,B0460,C1,M1,numeric_wrong,CV,currency_wan,CV,CN,CV,mechanical,Y,0
M2_C1_KP6_T3_B_r06,B0461,C1,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M3_C1_KP6_T2_A_r05,B0462,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C2_KP3_T3_can_r01,B0463,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP4_T3_A_r04,B0464,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP5_T1_B_r08,B0465,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C3_KP5_T2_A_r05,B0466,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP6_T1_B_r09,B0467,C3,M1,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CN,CN,ai_agree,N,0
M3_C2_KP3_T3_can_r01,B0468,C2,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M3_C3_KP5_T1_A_r04,B0469,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M3_C2_KP6_T1_can_r08,B0470,C2,M3,numeric_wrong,CV,rf_geometric,CN,CV,CV,mechanical,Y,0
M1_C3_KP4_T1_A_r03,B0471,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C3_KP6_T3_B_r10,B0472,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M2_C3_KP3_T3_B_r06,B0473,C3,M2,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M2_C1_KP6_T1_A_r05,B0474,C1,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C3_KP2_T3_B_r07,B0475,C3,M1,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M1_C2_KP5_T2_can_r02,B0476,C2,M1,numeric_wrong,CV,sign_flip,CV,CV,CV,mechanical,N,0
M1_C2_KP3_T2_can_r10,B0477,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP3_T3_A_r05,B0478,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C2_KP2_T3_can_r02,B0479,C2,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP5_T2_B_r08,B0480,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP6_T3_B_r07,B0481,C1,M2,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C1_KP3_T1_B_r09,B0482,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP6_T1_A_r03,B0483,C3,M3,numeric_wrong,UNMATCHED,unmatched,CD,CD,CD,ai_agree,Y,0
M1_C1_KP6_T2_B_r08,B0484,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP6_T2_can_r04,B0485,C2,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M3_C1_KP2_T2_A_r02,B0486,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP5_T2_A_r01,B0487,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M2_C2_KP6_T1_can_r07,B0488,C2,M2,numeric_wrong,CV,ddof_0,CV,CV,CV,mechanical,Y,0
M1_C1_KP4_T3_B_r06,B0489,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP4_T1_B_r09,B0490,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP2_T3_can_r06,B0491,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M1_C4_KP4_T1_can_r05,B0492,C4,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C2_KP3_T3_can_r05,B0493,C2,M3,defensible,CV,declared_alt:duration_plus_convexity,CN,CV,CV,mechanical,Y,0
M1_C3_KP3_T1_B_r06,B0494,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP6_T1_can_r05,B0495,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M2_C2_KP6_T1_can_r09,B0496,C2,M2,numeric_wrong,CV,ddof_0,CV,CV,CV,mechanical,N,0
M2_C2_KP3_T3_can_r02,B0497,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,Y,0
M1_C1_KP2_T1_A_r04,B0498,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M3_C3_KP5_T3_A_r05,B0499,C3,M3,numeric_wrong,CV,currency_wan,CV,CN,CV,mechanical,Y,0
M1_C1_KP2_T1_A_r02,B0500,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M3_C2_KP6_T3_can_r01,B0501,C2,M3,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M1_C1_KP5_T1_A_r02,B0502,C1,M1,numeric_wrong,CN,hardcoded_constant,CV,CD,CN,mechanical,Y,1
M3_C2_KP4_T3_can_r08,B0503,C2,M3,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M1_C1_KP2_T1_B_r08,B0504,C1,M1,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,Y,0
M3_C1_KP1_T3_A_r02,B0505,C1,M3,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,Y,0
M1_C3_KP2_T3_B_r06,B0506,C3,M1,numeric_wrong,CV,silent_alt:rf_geometric,CN,CV,CV,mechanical,N,0
M3_C3_KP3_T1_B_r06,B0507,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C3_KP3_T2_B_r07,B0508,C3,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M3_C1_KP1_T3_A_r03,B0509,C1,M3,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,Y,0
M3_C1_KP4_T1_B_r10,B0510,C1,M3,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C3_KP5_T1_B_r06,B0511,C3,M2,numeric_wrong,CN,hardcoded_constant,CV,CN,CN,mechanical,N,1
M1_C1_KP6_T2_A_r03,B0512,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP3_T3_can_r05,B0513,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP3_T2_can_r05,B0514,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP1_T3_B_r06,B0515,C1,M2,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP4_T3_B_r08,B0516,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP6_T2_A_r04,B0517,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M3_C1_KP6_T3_B_r10,B0518,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M1_C1_KP1_T3_B_r07,B0519,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C3_KP1_T3_B_r09,B0520,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP3_T2_can_r09,B0521,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP1_T2_A_r03,B0522,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CV,CN,mechanical,N,1
M1_C1_KP6_T2_B_r09,B0523,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,N,0
M2_C3_KP4_T3_B_r06,B0524,C3,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M2_C3_KP3_T3_B_r08,B0525,C3,M2,numeric_wrong,CV,exact_repricing,CN,CN,CV,mechanical,N,0
M3_C3_KP6_T1_B_r06,B0526,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M3_C2_KP2_T1_can_r08,B0527,C2,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M3_C2_KP2_T3_can_r09,B0528,C2,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP3_T3_A_r02,B0529,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP3_T2_B_r08,B0530,C3,M1,numeric_wrong,CV,percent_x100,CV,CD,CV,mechanical,Y,0
M1_C1_KP6_T2_A_r04,B0531,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,N,0
M1_C2_KP2_T3_can_r09,B0532,C2,M1,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M1_C2_KP5_T3_can_r03,B0533,C2,M1,numeric_wrong,CV,sign_flip,CV,CV,CV,mechanical,N,0
M2_C3_KP4_T3_B_r08,B0534,C3,M2,numeric_wrong,UNMATCHED,unmatched,CV,CN,CN,adjudicated:minimax-m3,N,0
M1_C1_KP6_T1_B_r10,B0535,C1,M1,numeric_wrong,CV,percent_x100,CN,CV,CV,mechanical,Y,0
M1_C1_KP2_T3_A_r05,B0536,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M1_C1_KP1_T2_A_r01,B0537,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CD,CD,adjudicated:minimax-m3,N,0
M1_C1_KP3_T2_A_r01,B0538,C1,M1,numeric_wrong,CV,percent_x100,CN,CD,CV,mechanical,Y,0
M1_C1_KP1_T3_A_r03,B0539,C1,M1,numeric_wrong,CV,percent_x100,CV,CV,CV,mechanical,N,0
M2_C3_KP2_T3_A_r01,B0540,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M3_C1_KP1_T3_B_r09,B0541,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C2_KP6_T2_can_r09,B0542,C2,M1,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M3_C3_KP6_T1_B_r09,B0543,C3,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M3_C1_KP3_T2_A_r04,B0544,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CD,CN,mechanical,N,1
M2_C1_KP2_T1_B_r10,B0545,C1,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M3_C3_KP2_T3_A_r04,B0546,C3,M3,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M3_C2_KP6_T3_can_r08,B0547,C2,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP4_T1_can_r08,B0548,C2,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C1_KP6_T1_A_r03,B0549,C1,M2,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,Y,0
M3_C1_KP2_T2_A_r03,B0550,C1,M3,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C1_KP2_T3_B_r10,B0551,C1,M1,numeric_wrong,CV,rf_geometric,CN,CN,CV,mechanical,N,0
M1_C1_KP3_T2_B_r09,B0552,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M3_C1_KP1_T1_B_r08,B0553,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C3_KP6_T2_A_r05,B0554,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CV,CD,adjudicated:minimax-m3,N,0
M1_C3_KP5_T2_B_r07,B0555,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C2_KP3_T3_can_r08,B0556,C2,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C3_KP4_T3_A_r02,B0557,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP3_T3_B_r10,B0558,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP4_T1_A_r03,B0559,C3,M2,numeric_wrong,CV,discrete_discount,CN,CN,CV,mechanical,N,0
M1_C4_KP5_T3_can_r10,B0560,C4,M1,numeric_wrong,CV,sign_flip,CN,CN,CV,mechanical,Y,0
M3_C3_KP4_T3_B_r07,B0561,C3,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M2_C3_KP2_T3_A_r04,B0562,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP4_T1_B_r07,B0563,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C1_KP4_T1_B_r07,B0564,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C1_KP1_T3_B_r06,B0565,C1,M1,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M1_C1_KP5_T2_A_r03,B0566,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C1_KP6_T1_B_r09,B0567,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP5_T1_A_r05,B0568,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C1_KP5_T2_B_r09,B0569,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP3_T3_B_r09,B0570,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP1_T1_B_r09,B0571,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP5_T3_can_r08,B0572,C2,M1,numeric_wrong,CV,sign_flip,CN,CN,CV,mechanical,Y,0
M1_C1_KP4_T1_A_r03,B0573,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C2_KP6_T1_can_r07,B0574,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C1_KP2_T1_A_r03,B0575,C1,M1,numeric_wrong,CV,percent_x100,CN,CN,CV,mechanical,N,0
M1_C3_KP3_T1_B_r10,B0576,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP4_T3_B_r09,B0577,C3,M2,numeric_wrong,CV,vega_approximation,CN,CV,CV,mechanical,N,0
M1_C1_KP4_T1_B_r06,B0578,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M2_C1_KP2_T2_B_r07,B0579,C1,M2,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C1_KP3_T3_A_r03,B0580,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C3_KP4_T3_A_r04,B0581,C3,M2,numeric_wrong,CV,vega_approximation,CV,CN,CV,mechanical,N,0
M3_C1_KP6_T3_A_r05,B0582,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M1_C1_KP3_T2_A_r02,B0583,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M3_C3_KP4_T3_A_r04,B0584,C3,M3,numeric_wrong,CV,vega_approximation,CN,CN,CV,mechanical,N,0
M3_C1_KP1_T3_A_r01,B0585,C1,M3,numeric_wrong,CN,hardcoded_constant,CD,CD,CN,mechanical,N,1
M2_C3_KP2_T3_B_r08,B0586,C3,M2,numeric_wrong,CV,silent_alt:rf_geometric,CV,CV,CV,mechanical,N,0
M2_C2_KP6_T3_can_r05,B0587,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,N,0
M2_C3_KP4_T3_B_r07,B0588,C3,M2,defensible,CV,declared_alt:vega_approximation,CV,CV,CV,mechanical,N,0
M2_C2_KP6_T3_can_r06,B0589,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CN,adjudicated:minimax-m3,Y,0
M1_C1_KP4_T1_A_r04,B0590,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C1_KP2_T2_A_r02,B0591,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,N,0
M1_C1_KP3_T2_B_r08,B0592,C1,M1,numeric_wrong,CV,percent_x100,CV,CN,CV,mechanical,Y,0
M1_C3_KP3_T1_A_r03,B0593,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M2_C1_KP6_T2_B_r07,B0594,C1,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C3_KP5_T2_A_r01,B0595,C3,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C3_KP4_T3_B_r10,B0596,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP3_T3_A_r01,B0597,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C2_KP3_T3_can_r04,B0598,C2,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M3_C1_KP6_T1_B_r10,B0599,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CN,CD,CD,adjudicated:minimax-m3,Y,0
M2_C4_KP6_T3_can_r09,B0600,C4,M2,numeric_wrong,UNMATCHED,unmatched,CN,CV,CV,adjudicated:minimax-m3,N,0
M3_C1_KP5_T1_A_r02,B0601,C1,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,Y,1
M1_C1_KP5_T2_B_r10,B0602,C1,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C1_KP4_T1_B_r10,B0603,C1,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M3_C3_KP1_T3_A_r05,B0604,C3,M3,numeric_wrong,CN,hardcoded_constant,CN,CN,CN,mechanical,N,1
M3_C1_KP6_T1_A_r03,B0605,C1,M3,numeric_wrong,UNMATCHED,no_numeric_detail,CD,CD,CD,ai_agree,N,0
M1_C3_KP5_T2_A_r02,B0606,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,Y,0
M1_C3_KP3_T3_A_r03,B0607,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M1_C2_KP6_T1_can_r02,B0608,C2,M1,numeric_wrong,CV,rf_geometric,CV,CV,CV,mechanical,Y,0
M1_C3_KP4_T1_A_r01,B0609,C3,M1,numeric_wrong,CV,percent_d100,CV,CV,CV,mechanical,Y,0
M1_C3_KP3_T3_A_r01,B0610,C3,M1,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M3_C1_KP4_T3_B_r09,B0611,C1,M3,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
M2_C1_KP6_T2_B_r09,B0612,C1,M2,numeric_wrong,UNMATCHED,unmatched,CV,CV,CV,ai_agree,Y,0
M2_C3_KP3_T3_A_r01,B0613,C3,M2,numeric_wrong,UNMATCHED,unmatched,CN,CN,CN,ai_agree,N,0
